ts_id,ds,prediction,lower_bound,upper_bound,value,anomaly_flag,abs_error
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T10:00:32.000+0000,-1042.1191,-23754.297,21863.271,1005,0,2047.1191
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T09:30:24.000+0000,-1086.1604,-24592.701,22540.473,1012,0,2098.1604
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T09:01:22.000+0000,-1119.6228,-25460.854,23374.61,1052,0,2171.6228
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T08:01:38.000+0000,-1167.2141,-26484.85,24456.896,1096,0,2263.214
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T07:31:44.000+0000,-1187.5496,-27005.19,24949.395,1132,0,2319.5496
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T07:01:45.000+0000,-1210.4196,-27528.596,25345.916,1166,0,2376.4194
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T06:31:30.000+0000,-1237.9882,-27985.727,26251.09,1187,0,2424.9883
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T06:01:28.000+0000,-1269.9921,-28726.23,26640.465,1196,0,2465.9922
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T05:31:34.000+0000,-1305.2362,-29435.607,27374.957,1217,0,2522.2363
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T05:01:36.000+0000,-1342.2708,-30590.445,28256.178,1219,0,2561.2708
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T04:31:34.000+0000,-1379.9775,-31460.412,29034.54,1180,0,2559.9775
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T04:01:21.000+0000,-1418.7242,-32189.043,29804.707,1210,0,2628.724
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T03:31:28.000+0000,-1459.6511,-33161.473,30573.014,1270,0,2729.6511
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T03:00:37.000+0000,-1507.8003,-34256.01,31817.06,1342,0,2849.8003
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T02:30:23.000+0000,-1564.1825,-35584.1,32934.777,1417,0,2981.1826
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T02:01:24.000+0000,-1628.9315,-37071.355,34183.133,1534,0,3162.9316
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T01:30:24.000+0000,-1709.8552,-38880.91,35990.066,1666,0,3375.8552
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T01:00:40.000+0000,-1796.0448,-40747.23,37993.637,1850,0,3646.045
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T00:30:41.000+0000,-1885.9126,-42933.36,39700.03,2125,0,4010.9126
10_9454C3610D0A_E2288FCE3225_5,2023-04-23T00:00:30.000+0000,-1971.8364,-44751.94,41384.18,2363,0,4334.8364
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T23:00:29.000+0000,-2098.536,-47671.848,44409.03,3227,0,5325.536
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T22:31:32.000+0000,-2128.6377,-48437.14,44906.84,3514,0,5642.6377
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T21:31:38.000+0000,-2126.1174,-48209.336,44888.727,3323,0,5449.117
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T21:00:29.000+0000,-2100.9543,-47751.33,45096.516,3256,0,5356.954
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T20:31:29.000+0000,-2072.4705,-46796.395,43783.305,3239,0,5311.4707
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T20:00:40.000+0000,-2044.0316,-46360.543,43344.984,3233,0,5277.0317
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T19:01:36.000+0000,-2007.4332,-45611.707,42613.355,3156,0,5163.433
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T18:31:26.000+0000,-1994.2484,-45358.13,42378.113,3287,0,5281.2485
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T18:02:27.000+0000,-1977.0663,-45041.523,42162.76,3355,0,5332.0664
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T17:31:33.000+0000,-1944.7411,-44456.438,41459.613,3425,0,5369.741
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T16:30:30.000+0000,-1806.9738,-41257.496,38750.22,3586,0,5392.9736
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T16:01:32.000+0000,-1701.3934,-38814.195,36472.96,3668,0,5369.3936
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T15:31:24.000+0000,-1568.4116,-35925.273,33853.03,3475,0,5043.4116
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T14:31:22.000+0000,-1273.5715,-29073.78,27129.652,2905,0,4178.5713
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T14:00:35.000+0000,-1134.0199,-26096.75,24371.885,2604,0,3738.02
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T13:31:37.000+0000,-1025.5231,-23559.805,22122.777,2245,0,3270.523
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T13:00:37.000+0000,-942.27454,-21447.21,20391.93,1525,0,2467.2744
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T12:31:24.000+0000,-897.81635,-20492.281,19451.479,1445,0,2342.8164
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T11:33:19.000+0000,-895.56274,-20541.992,19537.19,1369,0,2264.5627
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T11:00:25.000+0000,-927.8024,-21224.021,19976.895,1391,0,2318.8025
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T10:30:37.000+0000,-964.6902,-22121.297,20876.03,1441,0,2405.6902
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T09:01:23.000+0000,-1051.5305,-24121.908,22789.443,1611,0,2662.5305
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T08:31:34.000+0000,-1065.801,-24397.15,23140.172,1648,0,2713.801
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T08:01:41.000+0000,-1075.8505,-24685.484,23266.39,1750,0,2825.8506
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T07:01:36.000+0000,-1097.5917,-25184.863,24014.066,1733,0,2830.5918
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T06:02:50.000+0000,-1134.508,-26175.846,24809.59,1655,0,2789.508
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T05:31:26.000+0000,-1160.3899,-26833.656,25407.592,1735,0,2895.39
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T05:01:40.000+0000,-1186.9984,-27435.508,25816.969,1756,0,2942.9985
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T04:31:25.000+0000,-1215.0664,-28054.297,26368.516,1890,0,3105.0664
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T04:00:42.000+0000,-1244.8593,-28836.56,27064.08,1976,0,3220.8594
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T03:30:40.000+0000,-1276.9702,-29582.06,27814.938,2007,0,3283.9702
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T03:01:40.000+0000,-1313.3992,-30339.066,28560.08,2057,0,3370.3992
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T02:31:28.000+0000,-1359.939,-31359.883,29907.09,2232,0,3591.939
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T02:00:44.000+0000,-1418.4617,-32913.9,31016.785,2303,0,3721.4617
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T01:31:41.000+0000,-1484.2524,-34540.465,32455.941,2488,0,3972.2524
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T01:01:27.000+0000,-1561.0914,-36261.72,34242.98,2714,0,4275.0913
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T00:31:40.000+0000,-1640.236,-37915.016,36073.004,2831,0,4471.236
10_9454C3610D0A_E2288FCE3225_5,2023-04-22T00:00:25.000+0000,-1719.6948,-39944.84,37778.785,2884,0,4603.695
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T23:31:40.000+0000,-1782.6583,-41162.625,39186.22,2891,0,4673.658
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T23:01:30.000+0000,-1832.2473,-42462.754,40526.684,3020,0,4852.247
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T22:31:38.000+0000,-1861.219,-43110.25,41090.49,3197,0,5058.2188
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T22:00:31.000+0000,-1869.9261,-43539.715,41129.246,2979,0,4848.9263
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T21:30:26.000+0000,-1860.9325,-43241.05,41296.805,2963,0,4823.9326
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T21:01:43.000+0000,-1841.9348,-42827.83,40762.996,2883,0,4724.9346
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T20:31:34.000+0000,-1817.9026,-42291.234,40265.54,2820,0,4637.9023
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T19:01:38.000+0000,-1770.6357,-41234.84,39311.88,2664,0,4434.6357
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T18:01:30.000+0000,-1753.0657,-41036.56,38609.066,2700,0,4453.0654
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T17:30:33.000+0000,-1729.4524,-40453.836,38507.25,2815,0,4544.452
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T17:01:40.000+0000,-1688.742,-39613.6,37642.082,2750,0,4438.742
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T16:31:39.000+0000,-1622.6075,-37911.742,36076.707,2752,0,4374.6074
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T16:00:47.000+0000,-1528.6271,-35744.176,33929.656,2785,0,4313.627
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T15:30:37.000+0000,-1415.6294,-33282.355,31256.63,2752,0,4167.6294
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T15:00:36.000+0000,-1291.0707,-30274.004,28543.16,2679,0,3970.0708
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T14:31:25.000+0000,-1169.2052,-27372.28,25907.938,2459,0,3628.205
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T14:01:39.000+0000,-1055.8103,-24826.549,23458.188,2132,0,3187.8103
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T13:31:45.000+0000,-963.4226,-22423.252,21503.988,1889,0,2852.4226
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T13:01:35.000+0000,-899.3911,-21179.86,19992.695,1424,0,2323.391
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T12:30:41.000+0000,-867.0678,-20246.42,19322.521,1204,0,2071.0679
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T12:00:36.000+0000,-865.8325,-20330.838,19230.633,1282,0,2147.8325
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T11:01:32.000+0000,-924.6681,-21815.75,20687.922,1506,0,2430.668
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T10:31:26.000+0000,-969.0177,-22744.78,21713.057,1648,0,2617.0176
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T10:01:40.000+0000,-1012.22656,-23838.996,22627.34,1657,0,2669.2266
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T09:31:42.000+0000,-1050.1708,-24567.338,23509.887,1648,0,2698.171
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T08:30:46.000+0000,-1105.2041,-25972.957,24793.664,1649,0,2754.204
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T08:01:27.000+0000,-1124.6229,-26728.473,25383.137,1800,0,2924.623
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T07:30:31.000+0000,-1144.584,-27011.49,25594.262,1815,0,2959.584
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T07:00:42.000+0000,-1166.157,-27308,26305.434,1828,0,2994.157
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T06:31:32.000+0000,-1190.9668,-28137.895,27020.455,1896,0,3086.9668
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T06:01:38.000+0000,-1220.2969,-28630.895,27398.979,1988,0,3208.2969
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T05:31:35.000+0000,-1252.7434,-29685.967,28149.748,1954,0,3206.7434
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T05:01:43.000+0000,-1286.556,-30519.91,28986.346,2056,0,3342.5562
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T04:31:38.000+0000,-1321.2438,-31379.36,29934.604,2148,0,3469.2437
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T03:30:33.000+0000,-1395.6658,-32821.367,31746.373,2208,0,3603.6658
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T03:01:47.000+0000,-1436.3213,-33959.035,32652.732,2281,0,3717.3213
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T02:30:41.000+0000,-1487.9327,-35334.277,33976.863,2404,0,3891.9326
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T02:00:45.000+0000,-1546.9656,-36861.805,35391.234,2622,0,4168.966
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T01:31:43.000+0000,-1613.0598,-38272.832,36805.875,2753,0,4366.0596
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T01:01:40.000+0000,-1688.4403,-39957.5,38850.418,3002,0,4690.4404
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T00:30:36.000+0000,-1769.0482,-41871.293,40675.477,3149,0,4918.0483
10_9454C3610D0A_E2288FCE3225_5,2023-04-21T00:00:38.000+0000,-1843.0991,-43946.88,42281.45,3189,0,5032.099
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T23:31:41.000+0000,-1905.0208,-45537.72,43625.332,3264,0,5169.0205
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T23:01:41.000+0000,-1953.8901,-46662.637,44712.71,3486,0,5439.89
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T22:30:44.000+0000,-1984.6423,-47499.33,45750.945,3501,0,5485.6426
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T22:01:41.000+0000,-1995.1763,-47653.06,45917.793,3391,0,5386.1763
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T21:30:41.000+0000,-1989.9325,-47595.996,45921.28,3360,0,5349.9326
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T21:01:31.000+0000,-1974.5999,-47344.35,45569.15,3378,0,5352.5996
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T20:30:46.000+0000,-1954.0371,-46791.066,45056.613,3192,0,5146.037
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T20:01:37.000+0000,-1935.7921,-46195.453,44657.074,3245,0,5180.792
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T19:30:44.000+0000,-1921.3517,-46210.586,44539.137,3080,0,5001.3516
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T19:00:50.000+0000,-1912.3606,-45829.543,44390.668,3057,0,4969.3604
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T18:31:42.000+0000,-1905.266,-45672.33,44476.74,3094,0,4999.266
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T18:00:29.000+0000,-1893.2382,-45311.22,44206.53,3021,0,4914.2383
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T17:30:39.000+0000,-1870.1288,-45221.047,43537.79,2960,0,4830.129
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T17:00:36.000+0000,-1828.6459,-44022.258,42728.816,2900,0,4728.646
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T16:30:43.000+0000,-1765.084,-42395.344,41405.36,2784,0,4549.084
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T16:00:40.000+0000,-1678.2694,-40473.723,39128.582,2760,0,4438.2695
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T15:31:38.000+0000,-1576.1487,-37974.52,36990.582,2721,0,4297.1484
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T15:01:48.000+0000,-1459.8696,-35078.523,34230.402,2856,0,4315.8696
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T14:31:40.000+0000,-1340.8342,-32367.01,31474.387,2800,0,4140.834
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T14:00:35.000+0000,-1227.9833,-29664.283,28601.17,2729,0,3956.9834
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T13:01:25.000+0000,-1075.8695,-25847.434,25263.195,2046,0,3121.8696
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T12:30:46.000+0000,-1038.4749,-25001.137,24487.18,1900,0,2938.4749
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T12:01:51.000+0000,-1028.1177,-24866.99,24304.871,1920,0,2948.1177
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T11:31:01.000+0000,-1038.2758,-25202.865,24375.734,1891,0,2929.276
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T11:01:38.000+0000,-1061.1116,-25660.72,25009.734,1972,0,3033.1116
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T10:01:33.000+0000,-1117.7405,-27163.496,26425.412,2105,0,3222.7405
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T09:31:43.000+0000,-1139.918,-27630.783,26873.355,2193,0,3332.918
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T09:01:44.000+0000,-1155.1115,-28059.676,27526.982,2229,0,3384.1113
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T08:30:50.000+0000,-1164.1688,-28349.182,27811.28,2247,0,3411.169
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T08:01:32.000+0000,-1168.971,-28586.887,28022.398,2275,0,3443.971
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T07:30:44.000+0000,-1173.1803,-28692.535,27888.588,2308,0,3481.1802
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T07:01:31.000+0000,-1178.8528,-28624.975,27945.357,2370,0,3548.8528
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T06:31:40.000+0000,-1187.7397,-29172.3,28160.04,2398,0,3585.7397
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T06:01:34.000+0000,-1199.9867,-29207.133,28695.91,2441,0,3640.9868
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T05:30:41.000+0000,-1215.0592,-29675.604,29129.525,2503,0,3718.059
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T05:01:42.000+0000,-1230.3438,-30090.146,29351.295,2577,0,3807.3438
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T04:30:43.000+0000,-1247.071,-30608.205,29931.791,2640,0,3887.071
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T04:00:33.000+0000,-1263.9427,-31009.342,30255.943,2712,0,3975.9429
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T03:31:42.000+0000,-1281.8947,-31626.63,30931.46,2797,0,4078.8945
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T03:01:29.000+0000,-1304.786,-32328.799,31283.86,2934,0,4238.786
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T02:33:18.000+0000,-1332.035,-32783.465,31998.557,2973,0,4305.035
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T02:00:46.000+0000,-1372.4283,-33728.72,33022.805,3126,0,4498.428
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T01:31:42.000+0000,-1416.7417,-34979.27,34109.21,3164,0,4580.7417
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T01:00:31.000+0000,-1470.8165,-36533.004,35283.766,3347,0,4817.8164
10_9454C3610D0A_E2288FCE3225_5,2023-04-20T00:30:43.000+0000,-1524.764,-37880.43,36624.855,3474,0,4998.764
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T23:31:36.000+0000,-1616.965,-40137.63,38839.18,3584,0,5200.965
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T23:01:32.000+0000,-1645.8771,-40915.363,39734.83,3710,0,5355.877
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T22:31:31.000+0000,-1658.2421,-41510.91,39770.65,3815,0,5473.242
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T21:59:40.000+0000,-1653.2571,-41110.395,39749.223,3646,0,5299.257
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T21:30:38.000+0000,-1635.142,-40647.586,39370.535,3671,0,5306.142
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T21:01:36.000+0000,-1608.5474,-40434.33,38491.336,3637,0,5245.5474
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T20:30:44.000+0000,-1576.6902,-39496.3,38017.93,3634,0,5210.6904
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T20:02:59.000+0000,-1549.3373,-39040.918,37725.383,3648,0,5197.3374
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T19:31:45.000+0000,-1523.1918,-38213.46,36809.04,3629,0,5152.192
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T19:00:33.000+0000,-1502.2449,-37648.36,36272.875,3655,0,5157.245
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T18:31:39.000+0000,-1484.7445,-37221.746,35529.184,3685,0,5169.7446
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T18:00:49.000+0000,-1462.678,-36905.844,35257.055,3735,0,5197.6777
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T17:01:36.000+0000,-1385.9686,-35134.33,33501.74,3632,0,5017.9688
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T16:30:29.000+0000,-1317.4556,-33441.58,31749.537,3589,0,4906.4556
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T16:03:29.000+0000,-1240.7587,-31724.225,30002.91,3479,0,4719.759
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T15:30:35.000+0000,-1129.2897,-28787.584,27444.416,3364,0,4493.2896
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T15:00:51.000+0000,-1018.4583,-25810.488,24767.082,3201,0,4219.4585
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T14:02:50.000+0000,-809.19714,-20652.936,19723.385,2750,0,3559.1973
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T13:34:46.000+0000,-726.9448,-18460.98,17518.467,2530,0,3256.9448
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T12:30:33.000+0000,-616.27313,-15804.945,15170.105,1935,0,2551.2732
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T12:01:36.000+0000,-602.43994,-15387.4795,14719.135,1976,0,2578.44
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T11:30:47.000+0000,-606.9056,-15446.668,15000.096,2037,0,2643.9055
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T11:02:13.000+0000,-622.6671,-15874.782,15415.918,2065,0,2687.667
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T10:30:31.000+0000,-645.8451,-16507.117,15973.034,2087,0,2732.8452
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T10:00:47.000+0000,-667.0942,-17170.148,16530.04,2117,0,2784.0942
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T09:31:50.000+0000,-683.68365,-17742.182,16954.826,2150,0,2833.6836
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T09:00:53.000+0000,-695.48694,-17960.08,17261.729,2211,0,2906.4868
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T08:30:39.000+0000,-701.8477,-18107.863,17360.088,2245,0,2946.8477
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T07:31:44.000+0000,-708.43445,-18367.518,17643.795,2319,0,3027.4346
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T07:01:31.000+0000,-713.6853,-18487.39,18075.555,2364,0,3077.6853
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T06:30:49.000+0000,-722.38074,-18897.678,17874.646,2426,0,3148.3809
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T06:01:36.000+0000,-733.8928,-19059.082,18284.904,2462,0,3195.8928
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T05:30:53.000+0000,-748.58844,-19419.379,18740.406,2513,0,3261.5884
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T05:00:37.000+0000,-764.55634,-19952.537,19323.178,2575,0,3339.5564
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T04:30:45.000+0000,-781.04297,-20284.453,19807.297,2642,0,3423.043
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T04:00:39.000+0000,-798.5526,-20865.854,20167.826,2642,0,3440.5527
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T03:31:48.000+0000,-817.2702,-21192.727,20522.658,2436,0,3253.2703
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T03:01:51.000+0000,-840.56506,-21993.29,21373.7,2523,0,3363.565
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T02:30:30.000+0000,-871.3769,-22906.188,22091.053,2634,0,3505.377
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T02:01:45.000+0000,-906.7868,-23731.947,23235.63,2809,0,3715.7869
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T01:30:38.000+0000,-952.8706,-24876.686,24132.824,3021,0,3973.8706
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T00:31:34.000+0000,-1053.9254,-27694.07,26939.7,3387,0,4440.9253
10_9454C3610D0A_E2288FCE3225_5,2023-04-19T00:01:35.000+0000,-1103.8588,-29038.428,28388.383,3474,0,4577.859
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T23:31:48.000+0000,-1146.0618,-30399.168,29625.88,3529,0,4675.0615
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T23:01:42.000+0000,-1176.9684,-31105.387,30074.584,3665,0,4841.9683
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T22:31:31.000+0000,-1193.5927,-31499.656,30657.316,3727,0,4920.593
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T22:00:44.000+0000,-1195.6263,-31647.105,30629.361,3678,0,4873.6265
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T21:30:49.000+0000,-1185.5275,-31582.56,30575.9,3700,0,4885.5273
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T21:00:39.000+0000,-1167.5063,-30951.744,30007.865,3695,0,4862.5063
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T20:30:45.000+0000,-1146.7588,-30518.475,29642.47,3708,0,4854.759
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T20:00:55.000+0000,-1127.4918,-30025.135,29127.17,3698,0,4825.4917
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T19:30:49.000+0000,-1112.123,-29747.521,28831.373,3668,0,4780.123
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T19:02:28.000+0000,-1101.5342,-29413.014,28582.76,3750,0,4851.534
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T18:31:38.000+0000,-1091.8253,-29150.58,28267.217,3782,0,4873.825
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T18:01:51.000+0000,-1079.7217,-28859.645,27994.734,3744,0,4823.7217
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T17:31:34.000+0000,-1059.0022,-28261.639,27426.271,3737,0,4796.002
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T17:00:46.000+0000,-1023.823,-27535.635,26456.88,3628,0,4651.823
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T16:30:56.000+0000,-972.8674,-26202.408,25216.389,3467,0,4439.867
10_9454C3610D0A_E2288FCE3225_5,2023-04-18T16:04:43.000+0000,-914.0068,-24564.916,23806.549,3393,0,4307.007
