ts_id,ds,y
10_9454C3610D0A_FDDD333320AE_22,2023-05-09 01:05:00,4579.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-09 01:05:00,2982.0
10_9454C36130F5_54F82A737EF9_7,2023-05-09 01:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-09 01:05:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-09 01:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-09 00:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-09 00:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-09 00:35:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-09 00:35:00,3161203.0
10_9454C3610D0A_EF76166561AF_22,2023-05-09 00:35:00,2008.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-09 00:35:00,4135.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-09 00:35:00,3826.0
10_9454C36130F5_54F82A737EF9_5,2023-05-09 00:35:00,3168.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-09 00:35:00,3295.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-09 00:35:00,4578.0
10_9454C36130F5_54F82A7319CD_7,2023-05-09 00:35:00,3.0
10_9454C36130F5_54F82A737EF9_7,2023-05-09 00:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-09 00:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-09 00:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-09 00:25:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-05-09 00:05:00,3198338.0
10_9454C3610D0A_54F82A18367A_8,2023-05-09 00:05:00,264074512.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-09 00:05:00,1.0
10_9454C3610D0A_EF76166561AF_22,2023-05-09 00:05:00,2033.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-09 00:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-05-09 00:05:00,12016.0
10_9454C36130F5_54F82A737EF9_5,2023-05-09 00:05:00,3246.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-09 00:05:00,3881.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-09 00:05:00,3422.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-09 00:05:00,4581.0
10_9454C36130F5_54F82A737EF9_7,2023-05-09 00:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-09 00:05:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-09 00:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 23:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 23:45:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 23:35:00,3254239.0
10_9454C3610D0A_54F82A18367A_8,2023-05-08 23:35:00,264074512.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 23:35:00,2045.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 23:35:00,4160.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 23:35:00,3981.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 23:35:00,3265.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 23:35:00,3490.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 23:35:00,4582.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 23:35:00,4.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 23:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 23:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 23:20:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 23:20:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 23:05:00,264074512.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 23:05:00,2086.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 23:05:00,1.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 23:05:00,4205.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 23:05:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-05-08 23:05:00,3353.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 23:05:00,4581.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 23:05:00,3685.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 23:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 23:05:00,6.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 23:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 22:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 22:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 22:35:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 22:35:00,3314320.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 22:35:00,2120.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 22:35:00,4174.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 22:35:00,3304.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 22:35:00,4777.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 22:35:00,3519.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 22:35:00,4584.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 22:35:00,6.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 22:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 22:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 22:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 22:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 22:05:00,264074512.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 22:05:00,2172.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 22:05:00,4226.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 22:05:00,3353.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 22:05:00,4583.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 22:05:00,3617.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 22:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 22:05:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 22:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 22:00:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 22:00:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 21:35:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 21:35:00,3316162.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 21:35:00,2226.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 21:35:00,4237.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 21:35:00,3373.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 21:35:00,4036.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 21:35:00,3529.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 21:35:00,4582.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 21:35:00,6.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 21:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 21:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 21:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 21:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 21:05:00,264074512.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 21:05:00,2295.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 21:05:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 21:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 21:05:00,4260.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 21:05:00,3402.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 21:05:00,4583.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 21:05:00,3578.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 21:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 21:05:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 21:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 20:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 20:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 20:35:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 20:35:00,3313420.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 20:35:00,2351.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 20:35:00,4285.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 20:35:00,4094.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 20:35:00,3402.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 20:35:00,4584.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 20:35:00,3568.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 20:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 20:35:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 20:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 20:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 20:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 20:05:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 20:05:00,3316302.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 20:05:00,1.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 20:05:00,2383.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 20:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 20:05:00,4293.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 20:05:00,3549.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 20:05:00,4060.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 20:05:00,3656.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 20:05:00,4584.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 20:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 20:05:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 20:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 19:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 19:45:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 19:35:00,3316318.0
10_9454C3610D0A_54F82A18367A_8,2023-05-08 19:35:00,264074512.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 19:35:00,2409.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 19:35:00,4284.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 19:35:00,3510.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 19:35:00,4063.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 19:35:00,3607.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 19:35:00,4585.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 19:35:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 19:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 19:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 19:20:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 19:20:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 19:05:00,264074512.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 19:05:00,1.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 19:05:00,2433.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 19:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 19:05:00,4336.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 19:05:00,3412.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 19:05:00,3373.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 19:05:00,4585.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 19:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 19:05:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 19:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 18:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 18:45:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 18:35:00,3317455.0
10_9454C3610D0A_54F82A18367A_8,2023-05-08 18:35:00,264074512.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 18:35:00,2463.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 18:35:00,4268.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 18:35:00,4255.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 18:35:00,3343.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 18:35:00,4582.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 18:35:00,3236.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 18:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 18:35:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 18:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 18:20:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 18:20:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 18:05:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 18:05:00,3316614.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 18:05:00,2482.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 18:05:00,1.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 18:05:00,4276.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 18:05:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-05-08 18:05:00,3314.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 18:05:00,4112.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 18:05:00,3392.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 18:05:00,4585.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 18:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 18:05:00,4.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 18:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 17:40:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 17:40:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 17:35:00,3308050.0
10_9454C3610D0A_54F82A18367A_8,2023-05-08 17:35:00,264074512.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 17:35:00,2496.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 17:35:00,4308.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 17:35:00,4232.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 17:35:00,2689.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 17:35:00,4582.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 17:35:00,3187.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 17:35:00,4.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 17:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 17:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 17:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 17:25:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 17:05:00,3301505.0
10_9454C3610D0A_54F82A18367A_8,2023-05-08 17:05:00,264074512.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 17:05:00,1.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 17:05:00,2517.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 17:05:00,4357.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 17:05:00,1e-07
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 17:05:00,4168.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 17:05:00,2552.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 17:05:00,3021.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 17:05:00,4585.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 17:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 17:05:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 17:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 16:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 16:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 16:35:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 16:35:00,3279017.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 16:35:00,2531.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 16:35:00,4328.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 16:35:00,2503.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 16:35:00,4007.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 16:35:00,2865.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 16:35:00,4584.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 16:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 16:35:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 16:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 16:20:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 16:20:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 16:05:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 16:05:00,3257562.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 16:05:00,2549.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 16:05:00,4331.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 16:05:00,4029.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 16:05:00,2493.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 16:05:00,4583.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 16:05:00,2787.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 16:05:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 16:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 16:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 16:00:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 16:00:00,1e-07
10_9454C35EAE21_9454C35EAE21_13,2023-05-08 15:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-05-08 15:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-05-08 15:35:00,264074512.0
10_9454C3610D0A_E2288FCE3225_4,2023-05-08 15:35:00,3222674.0
10_9454C3610D0A_EF76166561AF_22,2023-05-08 15:35:00,2567.0
10_9454C3610D0A_F168FB78EEB5_22,2023-05-08 15:35:00,4332.0
10_9454C3610D0A_E2288FCE3225_5,2023-05-08 15:35:00,3823.0
10_9454C36130F5_54F82A737EF9_5,2023-05-08 15:35:00,2220.0
10_9454C3610D0A_FDDD333320AE_22,2023-05-08 15:35:00,4581.0
10_9454C36130F5_54F82A73BE1E_5,2023-05-08 15:35:00,2513.0
10_9454C36130F5_54F82A737EF9_7,2023-05-08 15:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-05-08 15:35:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-05-08 15:35:00,2.0
