ts_id,ds,y
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 07:05:00,4508.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 07:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 07:05:00,1e-07
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 07:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 06:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 06:45:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-04-20 06:35:00,1438.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 06:35:00,1604.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 06:35:00,-2.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 06:35:00,2812.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 06:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 06:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 06:05:00,244039872.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 06:05:00,5307680.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 06:05:00,2258.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 06:05:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 06:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 06:05:00,3979.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 06:05:00,1477.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 06:05:00,2441.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 06:05:00,4507.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 06:05:00,1643.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 06:05:00,-2.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 06:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 06:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 05:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 05:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 05:35:00,243986720.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 05:35:00,5312619.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 05:35:00,2275.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 05:35:00,3992.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 05:35:00,2503.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 05:35:00,1555.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 05:35:00,1722.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 05:35:00,4507.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 05:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 05:35:00,1e-07
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 05:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 05:20:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 05:20:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 05:05:00,5287642.0
10_9454C3610D0A_54F82A18367A_8,2023-04-20 05:05:00,243900336.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 05:05:00,1.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 05:05:00,2300.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 05:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 05:05:00,4023.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 05:05:00,2577.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 05:05:00,1614.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 05:05:00,4509.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 05:05:00,1790.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 05:05:00,1e-07
10_9454C36130F5_54F82A737EF9_7,2023-04-20 05:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 05:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 04:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 04:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 04:35:00,243847840.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 04:35:00,5110809.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 04:35:00,2330.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 04:35:00,4044.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 04:35:00,2640.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 04:35:00,1692.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 04:35:00,1868.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 04:35:00,4511.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 04:35:00,1e-07
10_9454C36130F5_54F82A737EF9_7,2023-04-20 04:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 04:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 04:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 04:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 04:05:00,243847840.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 04:05:00,5161361.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 04:05:00,2368.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 04:05:00,1.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 04:05:00,4045.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 04:05:00,1e-07
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 04:05:00,2712.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 04:05:00,1653.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 04:05:00,1839.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 04:05:00,4509.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 04:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 04:05:00,1e-07
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 04:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 03:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 03:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 03:35:00,243821760.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 03:35:00,5403656.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 03:35:00,2381.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 03:35:00,4081.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 03:35:00,2797.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 03:35:00,1643.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 03:35:00,4510.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 03:35:00,1829.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 03:35:00,1e-07
10_9454C36130F5_54F82A737EF9_7,2023-04-20 03:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 03:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 03:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 03:25:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 03:05:00,5414100.0
10_9454C3610D0A_54F82A18367A_8,2023-04-20 03:05:00,243768576.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 03:05:00,2397.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 03:05:00,1.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 03:05:00,3988.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 03:05:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-04-20 03:05:00,1673.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 03:05:00,2934.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 03:05:00,4508.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 03:05:00,1888.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 03:05:00,1e-07
10_9454C36130F5_54F82A737EF9_7,2023-04-20 03:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 03:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 02:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 02:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 02:35:00,243694720.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 02:35:00,5400101.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 02:35:00,2431.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 02:35:00,3578.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 02:35:00,2973.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 02:35:00,1604.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 02:35:00,4509.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 02:35:00,1829.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 02:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 02:35:00,1e-07
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 02:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 02:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 02:25:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 02:05:00,5042202.0
10_9454C3610D0A_54F82A18367A_8,2023-04-20 02:05:00,243632592.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 02:05:00,2443.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 02:05:00,1.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 02:05:00,3595.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 02:05:00,1e-07
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 02:05:00,3126.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 02:05:00,1780.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 02:05:00,4509.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 02:05:00,1995.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 02:05:00,1e-07
10_9454C36130F5_54F82A737EF9_7,2023-04-20 02:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 02:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 01:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 01:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 01:35:00,243606544.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 01:35:00,5448865.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 01:35:00,2462.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 01:35:00,3613.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 01:35:00,2034.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 01:35:00,3164.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 01:35:00,4511.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 01:35:00,2239.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 01:35:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 01:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 01:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 01:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 01:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-20 01:05:00,243579968.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 01:05:00,5405849.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 01:05:00,2483.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 01:05:00,3614.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 01:05:00,2347.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 01:05:00,3347.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 01:05:00,2552.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 01:05:00,4513.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 01:05:00,3.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 01:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 01:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 01:00:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 01:00:00,1e-07
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 00:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 00:45:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-20 00:35:00,5569059.0
10_9454C3610D0A_54F82A18367A_8,2023-04-20 00:35:00,243497312.0
10_9454C3610D0A_EF76166561AF_22,2023-04-20 00:35:00,2520.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-20 00:35:00,3636.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-20 00:35:00,3474.0
10_9454C36130F5_54F82A737EF9_5,2023-04-20 00:35:00,2523.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-20 00:35:00,4513.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 00:35:00,2747.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 00:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 00:35:00,1.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-20 00:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 00:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 00:25:00,1e-07
10_9454C35EAE21_9454C35EAE21_13,2023-04-20 00:05:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-20 00:05:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-04-20 00:05:00,2601.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-20 00:05:00,2874.0
10_9454C36130F5_54F82A7319CD_7,2023-04-20 00:05:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-04-20 00:05:00,2812.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 23:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 23:45:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 23:35:00,5091456.0
10_9454C3610D0A_54F82A18367A_8,2023-04-19 23:35:00,243393952.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 23:35:00,2586.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 23:35:00,3665.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 23:35:00,3584.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 23:35:00,2640.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 23:35:00,2933.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 23:35:00,4511.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 23:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 23:35:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 23:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 23:20:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 23:20:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 23:05:00,5629167.0
10_9454C3610D0A_54F82A18367A_8,2023-04-19 23:05:00,243393952.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 23:05:00,1.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 23:05:00,2613.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 23:05:00,3665.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 23:05:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-04-19 23:05:00,2669.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 23:05:00,3710.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 23:05:00,2992.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 23:05:00,4514.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 23:05:00,1e-07
10_9454C36130F5_54F82A737EF9_7,2023-04-19 23:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 23:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 22:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 22:45:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 22:35:00,5223866.0
10_9454C3610D0A_54F82A18367A_8,2023-04-19 22:35:00,243367952.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 22:35:00,2617.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 22:35:00,3672.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 22:35:00,3815.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 22:35:00,2699.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 22:35:00,3031.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 22:35:00,4514.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 22:35:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 22:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 22:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 22:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 22:25:00,1e-07
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 22:05:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 22:05:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-04-19 22:05:00,2738.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 22:05:00,3070.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 22:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 22:05:00,1.0
10_9454C3610D0A_54F82A18367A_8,2023-04-19 22:00:00,243314256.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 22:00:00,5461324.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 22:00:00,2638.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 22:00:00,3688.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 22:00:00,3646.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 22:00:00,4514.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 22:00:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 21:40:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 21:40:00,1e-07
10_9454C36130F5_54F82A737EF9_5,2023-04-19 21:35:00,2767.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 21:35:00,3050.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 21:35:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 21:35:00,1e-07
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 21:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 21:25:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 21:05:00,5200284.0
10_9454C3610D0A_54F82A18367A_8,2023-04-19 21:05:00,243224560.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 21:05:00,2673.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 21:05:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 21:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 21:05:00,3703.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 21:05:00,2816.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 21:05:00,3637.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 21:05:00,3060.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 21:05:00,4513.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 21:05:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 21:05:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 21:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 20:40:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 20:40:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 20:35:00,5491596.0
10_9454C3610D0A_54F82A18367A_8,2023-04-19 20:35:00,243171664.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 20:35:00,2697.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 20:35:00,3751.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 20:35:00,2806.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 20:35:00,3634.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 20:35:00,3031.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 20:35:00,4513.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 20:35:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 20:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 20:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 20:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 20:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-19 20:05:00,243024208.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 20:05:00,5038000.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 20:05:00,2719.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 20:05:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 20:05:00,1e-07
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 20:05:00,3835.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 20:05:00,3648.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 20:05:00,2826.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 20:05:00,2992.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 20:05:00,4519.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 20:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 20:05:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 20:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 19:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 19:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-19 19:35:00,242773744.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 19:35:00,4249247.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 19:35:00,2956.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 19:35:00,3902.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 19:35:00,3629.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 19:35:00,2865.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 19:35:00,4513.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 19:35:00,2992.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 19:35:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 19:35:00,2812.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 19:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 19:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 19:25:00,1e-07
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 19:05:00,5047394.0
10_9454C3610D0A_54F82A18367A_8,2023-04-19 19:05:00,242773744.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 19:05:00,2948.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 19:05:00,1.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 19:05:00,3905.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 19:05:00,1e-07
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 19:05:00,3655.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 19:05:00,2855.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 19:05:00,4512.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 19:05:00,2904.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 19:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 19:05:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 19:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 18:40:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 18:40:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-19 18:35:00,242672768.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 18:35:00,4455834.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 18:35:00,2975.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 18:35:00,3985.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 18:35:00,3685.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 18:35:00,4512.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 18:35:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 18:25:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 18:25:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-19 18:05:00,242672768.0
10_9454C3610D0A_E2288FCE3225_4,2023-04-19 18:05:00,4149731.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 18:05:00,2992.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 18:05:00,3928.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 18:05:00,2640.0
10_9454C3610D0A_E2288FCE3225_5,2023-04-19 18:05:00,3735.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 18:05:00,4513.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 18:05:00,2777.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 18:05:00,2812.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 18:05:00,3.0
10_9454C3610D0A_9454C3610D0A_8,2023-04-19 18:05:00,2.0
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 18:00:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 18:00:00,1e-07
10_9454C35EAE21_9454C35EAE21_13,2023-04-19 17:45:00,1.0
10_9454C35EAE21_9454C35EAE21_8,2023-04-19 17:45:00,1e-07
10_9454C3610D0A_54F82A18367A_8,2023-04-19 17:35:00,242645024.0
10_9454C3610D0A_EF76166561AF_22,2023-04-19 17:35:00,3002.0
10_9454C3610D0A_F168FB78EEB5_22,2023-04-19 17:35:00,3939.0
10_9454C36130F5_54F82A737EF9_5,2023-04-19 17:35:00,2366.0
10_9454C36130F5_54F82A73BE1E_5,2023-04-19 17:35:00,2718.0
10_9454C3610D0A_FDDD333320AE_22,2023-04-19 17:35:00,4513.0
10_9454C36130F5_54F82A7319CD_7,2023-04-19 17:35:00,1.0
10_9454C36130F5_54F82A737EF9_7,2023-04-19 17:35:00,2812.0
